"module";"genotype";"Y";"X";"W_02.07.21";"W_09.07.21";"W_16.07.21";"W_23.07.21";"W_30.07.21";"W_06.08.21";"W_13.08.21";"W_20.08.21";"W_27.08.21";"W_03.09.21";"W_10.09.21";"W_17.09.21";"W_24.09.21";"W_02.07.21_TT";"W_09.07.21_TT";"W_16.07.21_TT";"W_23.07.21_TT";"W_30.07.21_TT";"W_06.08.21_TT";"W_13.08.21_TT";"W_20.08.21_TT";"W_27.08.21_TT";"W_03.09.21_TT";"W_10.09.21_TT";"W_17.09.21_TT";"W_24.09.21_TT"
"date 1";"HP301";4;9;0;0.0666666666666667;0.133333333333333;0.266666666666667;0.6;0.6;0.6;0.8;0.8;0.8;0.866666666666667;0.866666666666667;0.866666666666667;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"Mo17";4;9;0;0;0.0666666666666667;0.0666666666666667;0.2;0.266666666666667;0.333333333333333;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"Mo17";4;9;0;0;0.0714285714285714;0.142857142857143;0.142857142857143;0.214285714285714;0.214285714285714;0.214285714285714;0.214285714285714;0.214285714285714;0.214285714285714;0.214285714285714;0.285714285714286;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"F64";5;9;0;0.0555555555555556;0.166666666666667;0.444444444444444;0.444444444444444;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"F66";5;9;0;0;0;0;0.19047619047619;0.285714285714286;0.428571428571429;0.666666666666667;0.666666666666667;0.714285714285714;0.904761904761905;0.904761904761905;0.904761904761905;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"F918";5;9;0;0;0.25;0.75;0.916666666666667;1;1;1;1;1;1;1;1;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"F618";6;9;0;0;0.0769230769230769;0.230769230769231;0.384615384615385;0.384615384615385;0.384615384615385;0.461538461538462;0.461538461538462;0.538461538461538;0.538461538461538;0.538461538461538;0.538461538461538;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"LO32";6;9;0;0;0.176470588235294;0.352941176470588;0.352941176470588;0.352941176470588;0.352941176470588;0.352941176470588;0.411764705882353;0.411764705882353;0.529411764705882;0.529411764705882;0.588235294117647;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"Mo17";6;9;0;0;0;0.0588235294117647;0.0588235294117647;0.0588235294117647;0.0588235294117647;0.0588235294117647;0.176470588235294;0.176470588235294;0.176470588235294;0.176470588235294;0.176470588235294;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 1";"F271";7;9;0;0;0;0.285714285714286;0.285714285714286;0.285714285714286;0.285714285714286;0.571428571428571;0.571428571428571;0.571428571428571;0.857142857142857;0.857142857142857;0.857142857142857;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"G18-F318";7;9;0.0454545454545455;0.0909090909090909;0.0909090909090909;0.272727272727273;0.318181818181818;0.318181818181818;0.318181818181818;0.318181818181818;0.454545454545455;0.454545454545455;0.5;0.681818181818182;0.681818181818182;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"LO32";7;9;0;0;0;0.2;0.3;0.3;0.3;0.5;0.5;0.5;0.5;0.6;0.7;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"F918";8;9;0;0.0555555555555556;0.0555555555555556;0.722222222222222;0.777777777777778;0.833333333333333;0.833333333333333;0.833333333333333;0.888888888888889;0.888888888888889;0.888888888888889;0.888888888888889;0.888888888888889;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"G18-M52";8;9;0;0;0;0.263157894736842;0.368421052631579;0.421052631578947;0.526315789473684;0.631578947368421;0.631578947368421;0.631578947368421;0.684210526315789;0.789473684210526;0.789473684210526;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"NYS302";8;9;0;0;0.285714285714286;0.428571428571429;0.857142857142857;1;1;1;1;1;1;1;1;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"Cm484";9;9;0.0555555555555556;0.0555555555555556;0.0555555555555556;0.0555555555555556;0.111111111111111;0.111111111111111;0.277777777777778;0.333333333333333;0.333333333333333;0.333333333333333;0.555555555555556;0.555555555555556;0.555555555555556;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"G18-M52";9;9;0;0;0;0;0.15;0.35;0.45;0.65;0.75;0.8;0.8;0.8;0.8;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"MBS847";9;9;0.105263157894737;0.105263157894737;0.105263157894737;0.421052631578947;0.578947368421053;0.631578947368421;0.631578947368421;0.736842105263158;0.789473684210526;0.894736842105263;0.894736842105263;0.894736842105263;0.947368421052632;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"F271";10;9;0;0;0.111111111111111;0.111111111111111;0.111111111111111;0.111111111111111;0.111111111111111;0.222222222222222;0.222222222222222;0.222222222222222;0.222222222222222;0.222222222222222;0.333333333333333;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"G18-F36";10;9;0;0;0;0.0526315789473684;0.157894736842105;0.157894736842105;0.210526315789474;0.263157894736842;0.315789473684211;0.315789473684211;0.578947368421053;0.578947368421053;0.578947368421053;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"NYS302";10;9;0;0;0;0.214285714285714;0.214285714285714;0.357142857142857;0.5;0.5;0.571428571428571;0.571428571428571;0.857142857142857;0.857142857142857;0.857142857142857;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"F64";11;9;0.125;0.1875;0.1875;0.625;0.625;0.6875;0.6875;0.6875;0.6875;0.6875;0.6875;0.75;0.75;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"G18-M52";11;9;0.0588235294117647;0.0588235294117647;0.0588235294117647;0.294117647058824;0.411764705882353;0.411764705882353;0.470588235294118;0.529411764705882;0.705882352941177;0.705882352941177;0.764705882352941;0.764705882352941;0.882352941176471;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"MBS847";11;9;0;0;0.0625;0.0625;0.125;0.1875;0.25;0.3125;0.5625;0.5625;0.6875;0.875;0.875;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 1";"C105";2;10;0;0;0;0.0833333333333333;0.166666666666667;0.333333333333333;0.416666666666667;0.5;0.583333333333333;0.583333333333333;0.666666666666667;0.666666666666667;0.666666666666667;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"Cm484";2;10;0;0.0555555555555556;0.166666666666667;0.166666666666667;0.222222222222222;0.277777777777778;0.555555555555556;0.611111111111111;0.611111111111111;0.611111111111111;0.722222222222222;0.722222222222222;0.722222222222222;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"F271";2;10;0;0.133333333333333;0.133333333333333;0.333333333333333;0.733333333333333;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"F64";3;10;0;0.15;0.2;0.5;0.6;0.65;0.65;0.7;0.7;0.8;0.85;0.85;0.85;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"FV252";3;10;0;0;0.0555555555555556;0.333333333333333;0.333333333333333;0.333333333333333;0.388888888888889;0.444444444444444;0.444444444444444;0.444444444444444;0.666666666666667;0.666666666666667;0.666666666666667;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"G18-M52";3;10;0;0.0588235294117647;0.0588235294117647;0.235294117647059;0.352941176470588;0.411764705882353;0.411764705882353;0.588235294117647;0.588235294117647;0.647058823529412;0.764705882352941;0.764705882352941;0.823529411764706;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"F66";4;10;0;0;0;0.0666666666666667;0.0666666666666667;0.133333333333333;0.2;0.6;0.666666666666667;0.666666666666667;0.866666666666667;0.933333333333333;0.933333333333333;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"FV2";4;10;0;0;0;0.0434782608695652;0.0434782608695652;0.130434782608696;0.130434782608696;0.260869565217391;0.391304347826087;0.391304347826087;0.608695652173913;0.739130434782609;0.739130434782609;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"G18-M52";4;10;0;0;0;0.0833333333333333;0.25;0.25;0.333333333333333;0.708333333333333;0.791666666666667;0.791666666666667;0.958333333333333;0.958333333333333;0.958333333333333;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"F271";5;10;0;0;0;0.714285714285714;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"FV252";5;10;0;0;0.0434782608695652;0.0434782608695652;0.0869565217391304;0.0869565217391304;0.173913043478261;0.391304347826087;0.391304347826087;0.434782608695652;0.478260869565217;0.565217391304348;0.565217391304348;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"Mo17";5;10;0;0;0;0;0.315789473684211;0.315789473684211;0.315789473684211;0.421052631578947;0.526315789473684;0.526315789473684;0.789473684210526;0.789473684210526;0.789473684210526;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 1";"B73";6;10;0;0;0;0.0454545454545455;0.136363636363636;0.636363636363636;0.727272727272727;0.772727272727273;0.772727272727273;0.772727272727273;0.818181818181818;0.818181818181818;0.818181818181818;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"FV2";6;10;0;0;0;0.142857142857143;0.142857142857143;0.428571428571429;0.428571428571429;0.428571428571429;0.5;0.5;0.642857142857143;0.642857142857143;0.714285714285714;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"NYS302";6;10;0;0.384615384615385;0.461538461538462;0.846153846153846;0.846153846153846;0.846153846153846;0.923076923076923;1;1;1;1;1;1;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"B73";7;10;0;0;0;0.0476190476190476;0.0952380952380952;0.285714285714286;0.333333333333333;0.380952380952381;0.380952380952381;0.380952380952381;0.523809523809524;0.571428571428571;0.571428571428571;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"F618";7;10;0;0;0;0.19047619047619;0.19047619047619;0.238095238095238;0.285714285714286;0.380952380952381;0.428571428571429;0.523809523809524;0.761904761904762;0.761904761904762;0.761904761904762;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 1";"Cm484";8;10;0;0;0;0.0454545454545455;0.0454545454545455;0.0909090909090909;0.181818181818182;0.272727272727273;0.363636363636364;0.409090909090909;0.454545454545455;0.454545454545455;0.454545454545455;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"G18-F36";8;10;0;0;0;0.133333333333333;0.133333333333333;0.133333333333333;0.333333333333333;0.4;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 3";"F64";9;10;0;0.0476190476190476;0.333333333333333;0.666666666666667;0.666666666666667;0.761904761904762;0.761904761904762;0.80952380952381;0.80952380952381;0.80952380952381;0.80952380952381;0.80952380952381;0.80952380952381;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"FV2";9;10;0;0;0;0;0;0;0;0;0;0;0.0555555555555556;0.0555555555555556;0.0555555555555556;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"LO32";9;10;0;0;0.142857142857143;0.214285714285714;0.285714285714286;0.642857142857143;0.785714285714286;0.785714285714286;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"F64";10;10;0;0.05;0.2;0.25;0.55;0.55;0.55;0.55;0.55;0.55;0.55;0.6;0.6;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"LO32";10;10;0;0;0;0;0;0.166666666666667;0.333333333333333;0.333333333333333;0.388888888888889;0.388888888888889;0.666666666666667;0.722222222222222;0.888888888888889;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"LO32";10;10;0;0.0454545454545455;0.181818181818182;0.272727272727273;0.5;0.5;0.590909090909091;0.681818181818182;0.681818181818182;0.681818181818182;0.681818181818182;0.727272727272727;0.772727272727273;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"G18-F36";11;10;0;0;0;0;0.0555555555555556;0.166666666666667;0.277777777777778;0.277777777777778;0.333333333333333;0.5;0.555555555555556;0.611111111111111;0.611111111111111;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-F36";11;10;0;0.176470588235294;0.176470588235294;0.176470588235294;0.176470588235294;0.235294117647059;0.294117647058824;0.411764705882353;0.411764705882353;0.411764705882353;0.411764705882353;0.529411764705882;0.588235294117647;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"Mo17";11;10;0;0;0.0526315789473684;0.0526315789473684;0.0526315789473684;0.0526315789473684;0.0526315789473684;0.0526315789473684;0.105263157894737;0.105263157894737;0.157894736842105;0.157894736842105;0.263157894736842;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"G18-M52";2;11;0;0;0;0.181818181818182;0.272727272727273;0.363636363636364;0.454545454545455;0.545454545454545;0.545454545454545;0.727272727272727;0.727272727272727;0.818181818181818;0.818181818181818;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"G18-M52";2;11;0;0;0.0526315789473684;0.0526315789473684;0.263157894736842;0.578947368421053;0.578947368421053;0.684210526315789;0.684210526315789;0.684210526315789;0.736842105263158;0.736842105263158;0.736842105263158;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"MBS847";2;11;0;0;0.142857142857143;0.142857142857143;0.5;0.714285714285714;0.785714285714286;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"B73";3;11;0;0;0;0.333333333333333;0.333333333333333;0.333333333333333;0.333333333333333;0.4;0.4;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"C105";3;11;0.0526315789473684;0.105263157894737;0.105263157894737;0.210526315789474;0.263157894736842;0.421052631578947;0.473684210526316;0.578947368421053;0.684210526315789;0.684210526315789;0.684210526315789;0.684210526315789;0.684210526315789;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"LO3";3;11;0;0;0;0.117647058823529;0.176470588235294;0.352941176470588;0.352941176470588;0.529411764705882;0.529411764705882;0.529411764705882;0.529411764705882;0.588235294117647;0.588235294117647;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 1";"F618";4;11;0;0;0;0.0666666666666667;0.2;0.2;0.333333333333333;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;0.533333333333333;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"FV252";4;11;0;0;0;0.111111111111111;0.166666666666667;0.277777777777778;0.333333333333333;0.388888888888889;0.388888888888889;0.388888888888889;0.5;0.611111111111111;0.722222222222222;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"G18-F36";4;11;0;0;0.0555555555555556;0.111111111111111;0.111111111111111;0.222222222222222;0.5;0.666666666666667;0.666666666666667;0.666666666666667;0.944444444444444;0.944444444444444;0.944444444444444;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"B73";5;11;0;0;0;0.0416666666666667;0.125;0.291666666666667;0.333333333333333;0.333333333333333;0.375;0.375;0.375;0.375;0.458333333333333;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"F918";5;11;0;0;0;0.666666666666667;0.666666666666667;0.666666666666667;1;1;1;1;1;1;1;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-M52";5;11;0;0;0;0.2;0.4;0.45;0.75;0.8;0.8;0.85;0.95;0.95;0.95;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"F66";6;11;0;0;0;0;0;0.0909090909090909;0.363636363636364;0.636363636363636;0.727272727272727;0.818181818181818;0.909090909090909;0.909090909090909;0.909090909090909;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"F918";6;11;0.0666666666666667;0.0666666666666667;0.466666666666667;0.6;0.733333333333333;0.733333333333333;0.933333333333333;0.933333333333333;0.933333333333333;0.933333333333333;0.933333333333333;1;1;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"LO3";6;11;0;0;0.05;0.35;0.4;0.4;0.45;0.5;0.5;0.55;0.55;0.65;0.65;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"C105";7;11;0;0;0;0.133333333333333;0.133333333333333;0.133333333333333;0.4;0.4;0.4;0.4;0.466666666666667;0.466666666666667;0.466666666666667;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"G18-F36";7;11;0;0.1;0.1;0.1;0.1;0.2;0.3;0.5;0.5;0.6;0.7;0.7;0.7;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"Mo17";7;11;0;0;0.176470588235294;0.294117647058824;0.411764705882353;0.529411764705882;0.529411764705882;0.529411764705882;0.529411764705882;0.529411764705882;0.764705882352941;0.764705882352941;0.764705882352941;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
